9-Dec-22,Avatar: The Way of Water,460000000,684075767,2319591720
23-Apr-19,Avengers: Endgame,400000000,858373000,2788912285
20-May-11,Pirates of the Caribbean: On Stranger Tides,379000000,241071802,1045713802
22-Apr-15,Avengers: Age of Ultron,365000000,459005868,1395316979
17-May-23,Fast X,340000000,145960660,714414470
16-Dec-15,Star Wars Ep. VII: The Force Awakens,306000000,936662225,2064615817
25-Apr-18,Avengers: Infinity War,300000000,678815482,2048359754
24-May-07,Pirates of the Caribbean: At World’s End,300000000,309420425,960996492
13-Nov-17,Justice League,300000000,229024295,655945209
28-Jun-23,Indiana Jones and the Dial of Destiny,300000000,174480468,381579529
11-Jul-23,Mission: Impossible Dead Reckoning Part One,290000000,172135383,566510846
18-Dec-19,Star Wars: The Rise of Skywalker,275000000,515202542,1072767997
23-May-18,Solo: A Star Wars Story,275000000,213767512,393151347
8-Nov-23,The Marvels,274800000,0,0
7-Mar-12,John Carter,263700000,73058679,282778100
23-Mar-16,Batman v Superman: Dawn of Justice,263000000,330360194,872395091
13-Dec-17,Star Wars Ep. VIII: The Last Jedi,262000000,620181382,1331635141
11-Jul-19,The Lion King,260000000,543638043,1646106779
24-Nov-10,Tangled,260000000,200821936,582440151
4-May-07,Spider-Man 3,258000000,336530303,894860230
9-Nov-22,Black Panther: Wakanda Forever,250000000,453829060,853985546
22-Apr-16,Captain America: Civil War,250000000,408084349,1151899586
3-May-23,Guardians of the Galaxy Vol 3,250000000,358995815,845468744
1-Jul-22,Thor: Love and Thunder,250000000,343256830,760928081
15-Jul-09,Harry Potter and the Half-Blood Prince,250000000,302089278,929411069
24-May-23,The Little Mermaid,250000000,298172056,568345048
12-Dec-13,The Hobbit: The Desolation of Smaug,250000000,258241522,959358436
10-Dec-14,The Hobbit: The Battle of the Five Armies,250000000,255119788,940323039
7-Apr-17,The Fate of the Furious,250000000,225764765,1235534014
29-Sep-21,No Time to Die,250000000,160891007,759959662
6-Oct-15,Spectre,245000000,200074175,879077344
17-Dec-09,Avatar,237000000,785221649,2923706026
28-Jun-06,Superman Returns,232000000,200120000,391081192
19-Jul-12,The Dark Knight Rises,230000000,448139099,1082228107
23-May-17,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,794861794
14-Nov-08,Quantum of Solace,230000000,169368427,591692078
25-Apr-12,The Avengers,225000000,623357910,1515100211
6-Jul-06,Pirates of the Caribbean: Dead Man’s Chest,225000000,423315812,1066179725
14-Jun-13,Man of Steel,225000000,291045518,667999518
16-May-08,The Chronicles of Narnia: Prince Caspian,225000000,141621490,417341288
2-Jul-13,The Lone Ranger,225000000,89302115,260002115
27-Jun-12,The Amazing Spider-Man,220000000,262030663,757890267
11-Apr-12,Battleship,220000000,65233400,313477717
20-Jun-17,Transformers: The Last Knight,217000000,130168683,602893340
9-Jun-15,Jurassic World,215000000,652306625,1669963641
23-May-12,Men in Black 3,215000000,179020854,654213485
24-Jun-09,Transformers: Revenge of the Fallen,210000000,402111870,836519699
25-Jun-14,Transformers: Age of Extinction,210000000,245439076,1104054072
26-May-06,X-Men: The Last Stand,210000000,234362462,459260946
14-May-10,Robin Hood,210000000,105487148,322459006
14-Dec-05,King Kong,207000000,218080025,550517357
7-Dec-07,The Golden Compass,205000000,70107728,367262558
26-Aug-20,Tenet,205000000,58504105,360240189
20-Dec-23,Aquaman and the Lost Kingdom,205000000,0,0
14-Dec-21,Spider-Man: No Way Home,200000000,814115070,1907836254
13-Feb-18,Black Panther,200000000,700059566,1336494320
18-Dec-97,Titanic,200000000,674396795,2222985568
15-Jun-18,Incredibles 2,200000000,608581744,1242805359
14-Dec-16,Rogue One: A Star Wars Story,200000000,533539991,1055083596
16-Jun-16,Finding Dory,200000000,486295561,1025006125
20-Jun-19,Toy Story 4,200000000,434038008,1072817964
18-Jun-10,Toy Story 3,200000000,415004880,1068879522
4-May-22,Doctor Strange in the Multiverse of Madness,200000000,411331607,952224986
24-Apr-13,Iron Man 3,200000000,408992272,1215392272
28-Apr-17,Guardians of the Galaxy Vol 2,200000000,389813101,869087963
30-Jun-04,Spider-Man 2,200000000,373524485,794697557
1-Mar-22,The Batman,200000000,369345583,765950479
4-Mar-10,Alice in Wonderland,200000000,334191110,1025491110
26-Oct-12,Skyfall,200000000,304360277,1110526981
11-Dec-12,The Hobbit: An Unexpected Journey,200000000,303003568,1014938545
21-Jun-13,Monsters University,200000000,268488329,743455810
8-Mar-13,Oz the Great and Powerful,200000000,234770996,490359051
21-May-14,X-Men: Days of Future Past,200000000,233921534,747862775
15-Feb-23,Ant-Man and the Wasp: Quantumania,200000000,214506909,463635303
16-Apr-14,The Amazing Spider-Man 2,200000000,202853933,708996336
23-Jun-11,Cars 2,200000000,191450875,560155383
7-Jul-21,Black Widow,200000000,183651655,379751131
31-Jul-19,Fast & Furious Presents: Hobbs & Shaw,200000000,173956935,760732926
20-May-21,F9: The Fast Saga,200000000,173005945,719360510
17-Dec-10,Tron: Legacy,200000000,172062763,399866199
19-Oct-22,Black Adam,200000000,168152111,390323855
12-Nov-09,2012,200000000,166112167,757677748
3-Nov-21,Eternals,200000000,164870264,401731759
14-Nov-18,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,648455339
14-Jun-23,Elemental,200000000,154426697,486930151
21-May-09,Terminator Salvation,200000000,125322469,365491792
15-Jun-22,Lightyear,200000000,118307188,218768299
28-Jul-21,Jungle Cruise,200000000,116987516,210469803
17-Jun-11,Green Lantern,200000000,116601172,219535492
13-Jun-23,The Flash,200000000,108133313,266516138
6-Apr-22,Fantastic Beasts: The Secrets of Dumbledore,200000000,95850844,404560145
28-May-10,Prince of Persia: Sands of Time,200000000,90759676,336359676
5-Jun-19,Dark Phoenix,200000000,65845974,246356895
28-Feb-20,Onward,200000000,61555145,133357601
19-Oct-22,Killers of the Flower Moon,200000000,53929037,120722636
16-Dec-20,Wonder Woman 1984,200000000,46801036,166360232
4-Sep-20,Mulan,200000000,0,69973540
2-Jul-21,The Tomorrow War,200000000,0,19220000
13-Jul-22,The Gray Man,200000000,0,451178
29-Jun-11,Transformers: Dark of the Moon,195000000,352390543,1123794079
6-Jun-23,Transformers: Rise of the Beasts,195000000,157066392,437669281
2-Jun-17,The Mummy,195000000,80101125,409953905
27-Feb-13,Jack the Giant Slayer,195000000,65187603,197687603
1-Apr-15,Furious 7,190000000,353007020,1511986364
16-May-13,Star Trek Into Darkness,190000000,228778661,467381584
19-Jun-13,World War Z,190000000,202706711,531861650
10-May-13,The Great Gatsby,190000000,144840419,353497733
6-Nov-09,Disney’s A Christmas Carol,190000000,137855863,315709697
11-Jul-13,Pacific Rim,190000000,101802906,411002906
16-Dec-21,The Matrix Resurrections,190000000,40463197,159197755
25-Nov-15,The Good Dinosaur,187500000,123087120,333771037
2-May-08,Iron Man,186000000,318604126,585171547
11-Jul-08,The Dark Knight,185000000,533720947,998725484
22-May-08,Indiana Jones and the Kingdom of the Crystal Skull,185000000,317101119,786635413
21-Jun-12,Brave,185000000,237282182,554606532
23-Feb-17,Kong: Skull Island,185000000,168052812,561072059
21-Jul-16,Star Trek Beyond,185000000,158848340,335673708
17-Oct-19,Maleficent: Mistress of Evil,185000000,113929605,489181357
29-Sep-17,Blade Runner 2049,185000000,92054159,257767797
25-Oct-19,Terminator: Dark Fate,185000000,62253077,250367666
28-Jul-21,The Suicide Squad,185000000,55817425,167097737
22-May-19,Aladdin,182000000,355559216,1046587513
25-Oct-17,Thor: Ragnarok,180000000,315058289,850482778
9-Dec-05,The Chronicles of Narnia: The Lion the Witch a…,180000000,291710957,720539572
28-May-14,Maleficent,180000000,241407328,758536735
14-Nov-16,Fantastic Beasts and Where to Find Them,180000000,234037575,811724385
27-Jun-08,WALL-E,180000000,223808164,532508025
10-Aug-07,Rush Hour 3,180000000,140125968,256585882
27-Jun-16,The Legend of Tarzan,180000000,126643061,348902025
23-Nov-11,Hugo,180000000,73864507,180047784
20-Jul-17,Valerian and the City of a Thousand Planets,180000000,40479370,215098356
6-Feb-15,Jupiter Ascending,179000000,47482519,181982519
16-Jul-18,Mission: Impossible—Fallout,178000000,220159104,786626183
18-May-16,X-Men: Apocalypse,178000000,155442489,542537546
9-Aug-18,The Meg,178000000,145443742,527267828
28-May-14,Edge of Tomorrow,178000000,100206256,367028980
6-Mar-19,Captain Marvel,175000000,426829839,1129576094
7-Apr-16,The Jungle Book,175000000,364001123,953535821
12-Jun-15,Inside Out,175000000,356461711,850566343
5-Jul-17,Spider-Man: Homecoming,175000000,334201140,878271291
2-Aug-16,Suicide Squad,175000000,325100054,745744980
28-May-09,Up,175000000,293004164,731463377
27-Oct-17,Coco,175000000,210460015,796514370
21-Nov-18,Ralph Breaks The Internet,175000000,201091711,529290830
27-Mar-09,Monsters vs. Aliens,175000000,198351526,381687380
16-Jun-17,Cars 3,175000000,152901115,383541369
7-Aug-09,G.I. Joe: The Rise of Cobra,175000000,150201498,302469017
30-Jun-99,Wild Wild West,175000000,113805681,221229335
1-Aug-08,The Mummy: Tomb of the Dragon Emperor,175000000,102491776,405760225
22-Jun-07,Evan Almighty,175000000,100289690,174131329
28-Jul-95,Waterworld,175000000,88246220,264246220
8-Jan-20,Dolittle,175000000,77047065,251509294
11-May-17,King Arthur: Legend of the Sword,175000000,39175066,139630336
6-Dec-13,47 Ronin,175000000,38362475,151716815
10-Mar-22,Turning Red,175000000,0,10872141
20-May-22,Top Gun: Maverick,170000000,718732821,1472587508
6-Jun-18,Jurassic World: Fallen Kingdom,170000000,417719760,1308323302
31-Jul-14,Guardians of the Galaxy,170000000,333714112,770882395
7-May-10,Iron Man 2,170000000,312433331,621156389
28-Mar-14,Captain America: The Winter Soldier,170000000,259746958,714401889
9-Jul-14,Dawn of the Planet of the Apes,170000000,208545589,710644566
10-Nov-04,The Polar Express,170000000,188042855,312183437
30-May-12,Snow White and the Huntsman,170000000,155136755,401021746
1-Jul-03,Terminator 3: Rise of the Machines,170000000,150358296,433058296
5-May-04,Van Helsing,170000000,120150546,300150546
27-Mar-19,Dumbo,170000000,114766307,353166307
29-May-19,Godzilla: King of the Monsters,170000000,110500138,383299914
20-May-15,Tomorrowland,170000000,93436322,206627518
1-Feb-19,Alita: Battle Angel,170000000,85838210,401900040
20-May-16,Alice Through the Looking Glass,170000000,77042381,276928112
1-Jun-22,Jurassic World: Dominion,165000000,376851080,1003700664
21-May-10,Shrek Forever After,165000000,238736787,756244673
24-Oct-16,Doctor Strange,165000000,232641920,676343174
25-Oct-14,Big Hero 6,165000000,222527828,647263005
26-Mar-10,How to Train Your Dragon,165000000,217581232,494870992
1-Nov-12,Wreck-It Ralph,165000000,189412677,496511521
5-Nov-14,Interstellar,165000000,188017894,647074146
15-Sep-21,Dune,165000000,108327830,391381375
22-Jun-16,Independence Day: Resurgence,165000000,103144286,384169424
29-Jul-11,Cowboys and Aliens,163000000,100368560,176038324
16-Mar-17,Beauty and the Beast,160000000,504014165,1268697483
27-Jun-19,Spider-Man: Far From Home,160000000,390532085,1132107522
6-Dec-18,Aquaman,160000000,335061807,1143758700
17-May-07,Shrek the Third,160000000,322719944,807330936
16-Jul-10,Inception,160000000,292576195,825793570
18-Nov-15,The Hunger Games: Mockingjay - Part 2,160000000,281723902,645890283
17-May-13,Fast and Furious 6,160000000,238679850,789300444
14-May-14,Godzilla,160000000,200676069,529076069
3-Jun-11,X-Men: First Class,160000000,146408305,355408305
