25-Dec-08,The Curious Case of Benjamin Button,160000000,127509326,329631958
14-Jul-10,The Sorcerer's Apprentice,160000000,63150991,217986320
12-May-06,Poseidon,160000000,60674817,181674817
25-May-16,Warcraft,160000000,47365290,438899824
1-Nov-19,The Irishman,159000000,0,914706
26-Jul-23,Haunted Mansion,157750000,67653287,114813700
29-Sep-16,Deepwater Horizon,156000000,61433527,122359309
10-Dec-10,The Chronicles of Narnia: The Voyage of the Daw…,155000000,104386950,418186950
25-Mar-21,Godzilla vs. Kong,155000000,100916094,468043852
24-Jun-15,Terminator: Genisys,155000000,89760956,432150894
16-Mar-18,Pacific Rim: Uprising,155000000,59874525,290930148
24-Nov-04,Alexander,155000000,34297191,167297191
14-Jul-17,War for the Planet of the Apes,152000000,146880162,489592267
25-May-01,Pearl Harbor,151500000,198539855,449239853
19-Jul-23,Barbie,151000000,636048475,1441271205
28-Jun-07,Transformers,151000000,319246193,708272592
20-Nov-19,Frozen II,150000000,477373578,1453683476
29-May-17,Wonder Woman,150000000,412563408,817691766
22-Nov-13,Frozen,150000000,400953009,1277921175
10-Feb-16,Zootopia,150000000,341268248,1002462578
11-Jul-07,Harry Potter and the Order of the Phoenix,150000000,292137260,939619849
18-Nov-05,Harry Potter and the Goblet of Fire,150000000,290201752,886742787
15-May-03,The Matrix Reloaded,150000000,281553689,738576929
14-Dec-07,I am Legend,150000000,256393010,585532684
27-Jan-16,Moana,150000000,248757044,629645455
1-Jul-08,Hancock,150000000,227946274,624234272
1-Sep-21,Shang-Chi and the Legend of the Ten Rings,150000000,224543292,432224634
15-Jul-05,Charlie and the Chocolate Factory,150000000,206459076,475825484
29-Jun-07,Ratatouille,150000000,206445654,626549695
30-Oct-13,Thor: The Dark World,150000000,206362140,644602516
15-Jun-05,Batman Begins,150000000,205343774,356770593
29-Jul-15,Mission: Impossible—Rogue Nation,150000000,195042377,688858992
18-Jul-17,Dunkirk,150000000,190068280,512390011
29-Apr-11,Thor,150000000,181030624,449326618
7-Nov-08,Madagascar: Escape 2 Africa,150000000,180174880,599680774
1-May-09,X-Men Origins: Wolverine,150000000,179883157,374825760
22-May-09,Night at the Museum: Battle of the Smithsonian,150000000,177243721,402231063
26-May-11,Kung Fu Panda 2,150000000,165249063,664837547
14-May-15,Mad Max: Fury Road,150000000,153636354,369873869
3-May-19,Pokémon: Detective Pikachu,150000000,144105346,428919826
5-Nov-03,The Matrix Revolutions,150000000,139270910,427300260
20-Mar-18,Ready Player One,150000000,137690172,579055653
4-Nov-05,Chicken Little,150000000,135386665,310043823
5-May-06,Mission: Impossible III,150000000,133501348,399387745
15-May-09,Angels & Demons,150000000,133375846,490875846
13-May-04,Troy,150000000,133298577,483152040
1-Jul-10,The Last Airbender,150000000,131772187,319713881
2-Nov-07,Bee Movie,150000000,126631277,287594577
24-Jul-09,G-Force,150000000,119436770,292817841
21-Nov-08,Bolt,150000000,114053579,328015029
24-Nov-21,Encanto,150000000,96093622,230962269
2-Mar-23,Dungeons & Dragons: Honor Among Thieves,150000000,93277026,207582323
28-Mar-12,Wrath of the Titans,150000000,83670083,305270083
16-Nov-07,Beowulf,150000000,82280579,195080579
9-May-12,Dark Shadows,150000000,79727149,245564215
28-Jun-13,White House Down,150000000,73103784,205440387
14-Jul-21,Space Jam: A New Legacy,150000000,70592228,143987946
12-Feb-10,The Wolfman,150000000,62189884,142634358
15-Dec-16,The Great Wall,150000000,45157105,334486852
25-Sep-15,Pan,150000000,35088320,151525973
11-Mar-11,Mars Needs Moms,150000000,21392758,39549758
3-Feb-22,Moonfall,150000000,19060660,59053195
4-Nov-21,Red Notice,150000000,0,173638
13-Dec-19,6 Underground,150000000,0,0
3-Nov-06,Flushed Away,149000000,64665672,179357126
8-Jun-12,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271
14-Dec-11,Mission: Impossible—Ghost Protocol,145000000,209397903,694713230
5-Jun-14,How to Train Your Dragon 2,145000000,177002924,614586270
16-Jun-99,Tarzan,145000000,171091819,448191819
20-Feb-14,Mr. Peabody & Sherman,145000000,111506430,269806430
20-Nov-12,Rise of the Guardians,145000000,103412758,306941670
8-Apr-05,Sahara,145000000,68671925,121645390
13-Jul-16,Ghostbusters,144000000,128350574,229008658
22-Nov-02,Die Another Day,142000000,160942139,431942139
9-Jul-03,Pirates of the Caribbean: The Curse of the Blac…,140000000,305410819,654310819
8-May-09,Star Trek,140000000,257730019,386839614
1-Jul-98,Armageddon,140000000,201578182,554600000
3-Jul-02,Men in Black 2,140000000,190418803,441767803
22-Jul-11,Captain America: The First Avenger,140000000,176654505,370569776
23-Jan-16,Kung Fu Panda 3,140000000,143528619,521170825
10-Jul-98,Lethal Weapon 4,140000000,130444603,285400000
27-Mar-13,G.I. Joe: Retaliation,140000000,122523060,375740705
5-Dec-03,The Last Samurai,140000000,111110575,456810575
21-Dec-05,Fun With Dick And Jane,140000000,110550000,203018919
5-Dec-14,Exodus: Gods and Kings,140000000,65014513,268314513
30-Jun-16,The BFG,140000000,55483770,199646680
3-Oct-19,Gemini Man,140000000,48546770,166598362
24-Feb-16,Gods of Egypt,140000000,31153464,138836756
Unknown,Desert Warrior,140000000,0,0
3-May-02,Spider-Man,139000000,403706375,821706375
6-Mar-09,Watchmen,138000000,107509799,186976250
29-Jul-05,Stealth,138000000,32116746,76416746
13-Jun-08,The Incredible Hulk,137500000,134806913,265573859
20-Jun-03,Hulk,137000000,132177234,245031679
11-Jul-01,Final Fantasy: The Spirits Within,137000000,32131830,85131830
14-Nov-12,The Twilight Saga: Breaking Dawn Part 2,136200000,292324737,829724737
15-Mar-13,The Croods,135000000,187168425,573068425
25-Dec-15,The Revenant,135000000,183637894,532938302
19-Nov-99,The World is Not Enough,135000000,126930660,361730660
4-Mar-11,Rango,135000000,123477607,245724600
14-Nov-03,Master and Commander: The Far Side of the World,135000000,93926386,212912137
17-Jul-13,Turbo,135000000,83028130,286896578
2-Jun-16,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374
18-Nov-11,Happy Feet Two,135000000,64006466,157956462
28-Jul-06,Miami Vice,135000000,63478838,164920076
22-Nov-22,Strange World,135000000,37968963,69579689
31-Oct-18,The Nutcracker and the Four Realms,132900000,54858851,170024300
24-Jun-05,War of the Worlds,132000000,234280354,606836535
26-Nov-14,Penguins of Madagascar,132000000,83350911,366942531
15-Nov-13,The Hunger Games: Catching Fire,130000000,424668047,864808014
31-May-04,Harry Potter and the Prisoner of Azkaban,130000000,249757726,783227178
3-Aug-07,The Bourne Ultimatum,130000000,227471070,444043396
3-Jul-18,Ant-Man and the Wasp,130000000,216648740,623144660
6-Jun-08,Kung Fu Panda,130000000,215434591,631910531
14-Jul-15,Ant-Man,130000000,180202163,518858449
19-Mar-15,Home,130000000,177397510,385997896
19-Dec-18,Mary Poppins Returns,130000000,171958438,348901032
28-Oct-11,Puss in Boots,130000000,149260504,554987477
5-Nov-10,Megamind,130000000,148415853,321887208
18-Jul-03,Bad Boys II,130000000,138540870,273271982
20-Mar-14,Rio 2,130000000,131538435,492846291
23-Jul-10,Salt,130000000,118311368,290650494
27-Mar-14,Noah,130000000,101200044,352831065
28-Oct-11,The Adventures of Tintin,130000000,77591831,373993951
31-May-13,After Earth,130000000,60522097,251499665
26-Nov-08,Australia,130000000,49554002,215080810
19-Jul-13,R.I.P.D.,130000000,33618855,79076678
3-Jan-19,How to Train Your Dragon: The Hidden World,129000000,160799505,521595422
29-Jul-23,Meg 2: The Trench,129000000,82600317,394266444
18-Nov-11,The Twilight Saga: Breaking Dawn Part 1,127500000,281287133,684436752
19-May-00,Dinosaur,127500000,137748063,356148063
23-Feb-17,Logan,127000000,226277068,614202315
18-Dec-14,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621
13-Jul-11,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,1313548963
19-Nov-14,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131
15-Nov-01,Harry Potter and the Sorcerer’s Stone,125000000,317871467,963667273
4-Dec-19,Jumanji: The Next Level,125000000,316831246,798210215
17-Nov-10,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,951032438
19-May-06,The Da Vinci Code,125000000,217536138,767820459
30-Apr-03,X-Men 2,125000000,214949694,406348630
21-Apr-11,Fast Five,125000000,210031325,629975898
8-Aug-14,Teenage Mutant Ninja Turtles,125000000,191204754,485004754
16-Dec-11,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443
27-May-04,The Day After Tomorrow,125000000,186740799,555840117
17-Mar-17,The Boss Baby,125000000,175003033,527909949
1-Apr-10,Clash of the Titans,125000000,163214888,493214888
12-Oct-16,Trolls,125000000,153707064,343242613
19-May-98,Godzilla,125000000,136314294,376000000
30-May-12,Prometheus,125000000,126477084,402448265
10-Aug-12,The Bourne Legacy,125000000,113203870,280355920
20-Jun-97,Batman & Robin,125000000,107325195,238317814
5-Jul-18,Skyscraper,125000000,68420120,304858121
3-Jan-20,The Call of the Wild,125000000,62342368,107351191
3-Aug-12,Total Recall,125000000,58877969,211856088
15-Mar-23,Shazam! Fury of the Gods,125000000,57638006,132192362
21-Dec-16,Assassin’s Creed,125000000,54647948,240759682
29-Dec-16,Monster Trucks,125000000,33370166,61642798
27-Aug-99,The 13th Warrior,125000000,32698899,61698899
6-Dec-23,Wonka,125000000,0,0
17-Nov-00,How the Grinch Stole Christmas,123000000,260348825,345445403
24-May-00,Mission: Impossible 2,120000000,215409889,549588516
30-Jun-00,The Perfect Storm,120000000,182618434,328711434
20-Jul-16,Jason Bourne,120000000,162192920,416168316
10-Feb-22,Uncharted,120000000,148648820,400689914
15-Jun-07,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,289480691
21-Nov-12,Life of Pi,120000000,124987022,619310368
16-Feb-07,Ghost Rider,120000000,115802596,229545589
9-Apr-18,Rampage,120000000,101028233,427947217
27-Jun-03,Charlie's Angels: Full Throttle,120000000,100814328,227163273
9-Aug-13,Elysium,120000000,93050117,286192091
19-Apr-13,Oblivion,120000000,89107235,287916633
24-Mar-17,Power Rangers,120000000,85364450,142531552
16-Aug-23,Blue Beetle,120000000,72488072,128776673
19-Jul-02,Stuart Little 2,120000000,64956806,166000000
12-Feb-14,RoboCop,120000000,58607007,242981799
11-Jun-04,The Chronicles of Riddick,120000000,57712751,107212751
5-Aug-15,The Fantastic Four,120000000,56117548,167849187
9-May-08,Speed Racer,120000000,43945766,93394462
22-Jul-05,The Island,120000000,35818913,163018913
17-Dec-10,How Do You Know?,120000000,30212620,49628177
9-Nov-18,Outlaw King,120000000,0,0
2-Dec-22,Emancipation,120000000,0,0
23-Jun-10,Knight and Day,117000000,76423035,258751370
25-Jan-21,Tang Ren Jie Tan An 3,117000000,0,699072066
2-Oct-18,Venom,116000000,213511408,856081053
19-May-99,Star Wars Ep. I: The Phantom Menace,115000000,474544677,1027044677
19-May-05,Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877
16-May-02,Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615
2-Nov-01,Monsters Inc.,115000000,290149425,560483719
26-Jul-13,The Wolverine,115000000,132556852,416456852
7-Feb-97,Dante’s Peak,115000000,67163857,178200000
6-Apr-16,The Huntsman: Winter’s War,115000000,48003015,165149302
14-Jun-02,Windtalkers,115000000,40914068,77628265
6-Mar-19,Triple Frontier,115000000,0,0
4-Jul-08,Astérix aux Jeux Olympiques,113500000,999811,132999811
24-Dec-10,Gulliver's Travels,112000000,42779261,232017848
8-Dec-17,Ferdinand,111000000,84410380,288510892
11-May-18,Deadpool 2,110000000,324591735,786362370
3-Oct-13,Gravity,110000000,274092705,684657731
22-Dec-06,Night at the Museum,110000000,250863268,579446407
30-Sep-21,Venom: Let There be Carnage,110000000,213550366,501546922
10-Jun-05,Mr. and Mrs. Smith,110000000,186336279,486124090
27-May-15,San Andreas,110000000,155190832,456258539
29-Jul-11,The Smurfs,110000000,142614158,563749323
27-Jun-07,Live Free or Die Hard,110000000,134529403,382288147
18-Mar-15,The Divergent Series: Insurgent,110000000,130179072,295075882
10-Dec-04,Ocean's Twelve,110000000,125531634,362989076
19-Dec-97,Tomorrow Never Dies,110000000,125304276,339504276
28-Jun-00,The Patriot,110000000,113330342,215300000
7-Mar-14,300: Rise of an Empire,110000000,106580051,330780051
17-Dec-04,The Aviator,110000000,102608827,208370892
21-Dec-16,Passengers,110000000,100014699,302239672
14-Jan-11,The Green Hornet,110000000,98780042,229155503
21-Sep-16,Miss Peregrine’s Home for Peculiar Children,110000000,87242834,295986876
7-Oct-11,Real Steel,110000000,85463309,263880341
12-Jun-19,Men in Black: International,110000000,80001807,254310003
11-Jun-10,The A-Team,110000000,77222099,177241171
31-Jul-13,The Smurfs 2,110000000,71017784,348547523
9-Mar-16,The Divergent Series: Allegiant,110000000,66184051,172022517
12-Jun-09,The Taking of Pelham 123,110000000,65452312,152364370
25-Oct-13,Ender’s Game,110000000,61737191,127983283
2-Apr-04,Home on the Range,110000000,50026353,76482461
1-Jan-97,Speed 2: Cruise Control,110000000,48097081,150468000
6-May-05,Kingdom of Heaven,110000000,47398413,218674938
23-Mar-17,Ghost in the Shell,110000000,40563557,167910690
16-Jun-04,Around the World in 80 Days,110000000,24004159,72004159
23-Dec-22,Babylon,110000000,15351455,63229538
21-Nov-03,Dr. Seuss’ The Cat in the Hat,109000000,101018283,133818283
25-Dec-01,Ali,109000000,58183966,87683966
30-Sep-15,The Martian,108000000,228433663,653609107
20-Nov-16,Allied,106000000,40098064,119266661
16-Jul-04,I Robot,105000000,144801023,348629585
17-Dec-99,Stuart Little,105000000,140015224,298815224
25-Nov-09,The Princess and the Frog,105000000,104400899,270997378
7-Mar-08,10000 B.C.,105000000,94784201,269065678
1-Jul-16,Ice Age: Collision Course,105000000,64063008,402156682
7-Nov-97,Starship Troopers,105000000,54768952,121100000
27-Apr-01,Town & Country,105000000,6712451,10364769
19-Sep-17,Kingsman: The Golden Circle,104000000,100234838,408803696
9-Jun-00,Gone in 60 Seconds,103300000,101643008,232643008
4-May-00,Gladiator,103000000,187683805,451683599
23-May-13,The Hangover 3,103000000,112200072,362000072
9-Mar-18,A Wrinkle in Time,103000000,100478608,133214549
1-Jul-09,Public Enemies,102500000,97104620,212282709
17-Nov-06,Casino Royale,102000000,167365000,594420216
21-Jun-02,Minority Report,102000000,132024714,358824714
13-Dec-18,Bumblebee,102000000,127195589,465195589
26-Oct-12,Cloud Atlas,102000000,27108272,130673154
4-Apr-23,The Super Mario Bros. Movie,100000000,574934330,1361654356
31-May-23,Spider-Man: Across the Spider-Verse,100000000,381311319,682977332
19-Jul-23,Oppenheimer,100000000,325103565,948050979
15-Nov-02,Harry Potter and the Chamber of Secrets,100000000,262233381,874954228
2-Jul-91,Terminator 2: Judgment Day,100000000,203464105,515361524
22-Mar-23,John Wick: Chapter 4,100000000,187131806,432710881
16-Jun-95,Batman Forever,100000000,184031112,336529144
27-Jul-01,Planet of the Apes,100000000,180011740,362211740
19-Nov-04,National Treasure,100000000,173005002,331323410
25-Dec-12,Django Unchained,100000000,162805434,449841566
25-Dec-19,1917,100000000,159227644,389140440
22-Dec-10,Little Fockers,100000000,148438600,310650574
15-Jul-94,True Lies,100000000,146282411,365300000
2-Nov-07,American Gangster,100000000,130164645,267985456
18-Sep-09,Cloudy with a Chance of Meatballs,100000000,124870275,236827677
6-Aug-10,The Other Guys,100000000,119219978,170936470
17-Dec-04,Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,212956024
25-Dec-13,The Wolf of Wall Street,100000000,116949183,389816136
24-May-13,Epic,100000000,107518682,262794441
21-Jun-96,Eraser,100000000,101295562,234400000
21-Jun-96,The Hunchback of Notre Dame,100000000,100138851,325500000
15-Dec-00,The Emperor's New Groove,100000000,89630573,169630573
15-Aug-12,The Expendables 2,100000000,85028192,311979256
16-Oct-09,Where the Wild Things Are,100000000,77233467,99123656
15-Dec-06,Eragon,100000000,75030163,249488115
23-Jul-14,Hercules,100000000,72688614,243388614
10-Dec-10,The Tourist,100000000,67631157,278731369
24-Nov-99,End of Days,100000000,66889043,212026975
25-Dec-19,Spies in Disguise,100000000,66757013,165124093
11-Jun-04,The Stepford Wives,100000000,59475623,96150482
8-Jun-07,Surf’s Up,100000000,58867694,145395745
8-Dec-06,Blood Diamond,100000000,57377916,171377916
7-Nov-19,Midway,100000000,56846802,126815030
